Tipo_Colegio,Genero,Estrato_Vivienda,Puntaje_Global,Puntaje_Matematicas,Puntaje_Lectura
Oficial,Masculino,Estrato 3,277,64,57
Oficial,Masculino,Estrato 1,281,61,52
Oficial,Femenino,Estrato 1,223,55,40
Oficial,Masculino,Estrato 2,251,40,59
Oficial,Femenino,Estrato 1,241,55,46
No Oficial,Masculino,Estrato 2,256,55,53
No Oficial,Masculino,Estrato 3,300,49,50
Oficial,Masculino,Estrato 1,298,53,72
Oficial,Masculino,Estrato 3,192,37,41
No Oficial,Masculino,Estrato 2,328,64,51
Oficial,Masculino,Estrato 2,210,41,34
No Oficial,Femenino,Estrato 2,326,60,60
Oficial,Femenino,Estrato 3,210,53,53
No Oficial,Masculino,Estrato 2,344,58,86
Oficial,Femenino,Estrato 1,206,31,44
No Oficial,Femenino,Estrato 4,279,48,63
No Oficial,Femenino,Estrato 1,219,38,52
Oficial,Masculino,Estrato 4,220,38,36
Oficial,Femenino,Estrato 1,268,67,53
No Oficial,Masculino,Estrato 3,220,38,43
Oficial,Masculino,Estrato 2,208,40,51
No Oficial,Femenino,Estrato 2,304,50,75
Oficial,Femenino,Estrato 1,202,36,55
Oficial,Femenino,Estrato 1,196,44,42
Oficial,Femenino,Estrato 3,201,45,42
Oficial,Masculino,Estrato 4,281,64,53
No Oficial,Femenino,Estrato 2,326,57,65
Oficial,Masculino,Estrato 2,177,30,42
Oficial,Masculino,Estrato 1,224,51,51
Oficial,Femenino,Estrato 3,198,39,43
Oficial,Masculino,Estrato 2,279,55,49
No Oficial,Femenino,Estrato 1,283,61,70
No Oficial,Masculino,Estrato 3,327,73,68
Oficial,Femenino,Estrato 2,251,44,51
No Oficial,Masculino,Estrato 1,237,46,53
No Oficial,Masculino,Estrato 1,288,56,53
Oficial,Femenino,Estrato 3,234,39,41
No Oficial,Masculino,Estrato 1,276,57,52
Oficial,Femenino,Estrato 4,294,54,51
Oficial,Femenino,Estrato 2,227,45,46
No Oficial,Femenino,Estrato 1,369,78,59
Oficial,Femenino,Estrato 3,242,50,45
No Oficial,Masculino,Estrato 2,367,66,59
No Oficial,Femenino,Estrato 2,354,72,68
Oficial,Masculino,Estrato 2,293,59,57
No Oficial,Masculino,Estrato 1,297,54,67
Oficial,Masculino,Estrato 3,229,38,47
Oficial,Femenino,Estrato 2,257,52,45
Oficial,Femenino,Estrato 3,304,49,58
No Oficial,Femenino,Estrato 3,315,54,73
Oficial,Femenino,Estrato 3,209,31,34
Oficial,Femenino,Estrato 3,268,43,68
Oficial,Femenino,Estrato 3,261,48,55
Oficial,Masculino,Estrato 2,282,64,47
Oficial,Femenino,Estrato 2,294,63,51
Oficial,Femenino,Estrato 1,203,49,46
Oficial,Masculino,Estrato 3,217,38,48
Oficial,Femenino,Estrato 3,281,40,59
No Oficial,Masculino,Estrato 1,332,61,67
Oficial,Femenino,Estrato 4,155,40,30
Oficial,Femenino,Estrato 2,178,32,30
No Oficial,Femenino,Estrato 2,248,49,52
Oficial,Femenino,Estrato 1,278,53,66
No Oficial,Femenino,Estrato 2,209,47,41
Oficial,Femenino,Estrato 3,288,64,59
No Oficial,Masculino,Estrato 1,266,40,60
Oficial,Masculino,Estrato 2,204,21,37
Oficial,Femenino,Estrato 6,222,49,47
Oficial,Femenino,Estrato 3,196,37,44
No Oficial,Femenino,Estrato 2,257,56,46
Oficial,Masculino,Estrato 2,170,31,24
Oficial,Femenino,Estrato 1,242,52,46
No Oficial,Femenino,Estrato 5,297,58,65
No Oficial,Masculino,Estrato 4,362,66,62
Oficial,Femenino,Estrato 3,245,45,50
No Oficial,Femenino,Estrato 1,258,50,50
No Oficial,Femenino,Estrato 1,333,71,65
Oficial,Femenino,Estrato 1,152,29,32
Oficial,Masculino,Estrato 2,273,46,42
Oficial,Femenino,Estrato 1,172,47,42
Oficial,Femenino,Estrato 3,236,49,40
Oficial,Femenino,Estrato 2,216,54,45
Oficial,Femenino,Estrato 1,230,37,50
Oficial,Femenino,Estrato 3,183,34,46
Oficial,Masculino,Estrato 1,311,63,61
Oficial,Masculino,Estrato 3,193,43,28
No Oficial,Masculino,Estrato 2,306,46,50
No Oficial,Femenino,Estrato 2,349,54,78
Oficial,Femenino,Estrato 1,257,46,47
No Oficial,Masculino,Estrato 6,284,61,54
Oficial,Masculino,Estrato 3,239,42,39
Oficial,Masculino,Estrato 2,235,45,44
Oficial,Femenino,Estrato 1,177,35,47
Oficial,Femenino,Estrato 3,214,36,43
No Oficial,Femenino,Estrato 2,277,67,49
Oficial,Femenino,Estrato 6,295,52,66
Oficial,Femenino,Estrato 5,237,30,29
Oficial,Masculino,Estrato 3,240,40,47
Oficial,Femenino,Estrato 5,212,35,39
Oficial,Femenino,Estrato 1,288,58,55
Oficial,Femenino,Estrato 2,281,58,46
Oficial,Femenino,Estrato 2,276,59,54
No Oficial,Femenino,Estrato 1,293,73,55
No Oficial,Femenino,Estrato 5,171,34,27
Oficial,Femenino,Estrato 1,288,64,54
No Oficial,Femenino,Estrato 4,250,46,36
Oficial,Femenino,Estrato 3,232,48,61
Oficial,Masculino,Estrato 2,262,49,28
Oficial,Masculino,Estrato 1,253,49,49
Oficial,Femenino,Estrato 1,202,41,39
No Oficial,Masculino,Estrato 1,270,61,50
Oficial,Masculino,Estrato 2,168,33,31
Oficial,Masculino,Estrato 2,248,49,54
Oficial,Femenino,Estrato 2,298,62,50
Oficial,Femenino,Estrato 3,173,41,22
No Oficial,Masculino,Estrato 2,233,35,42
Oficial,Masculino,Estrato 1,271,56,35
Oficial,Femenino,Estrato 3,277,44,49
Oficial,Masculino,Estrato 2,215,53,39
Oficial,Masculino,Estrato 2,200,42,40
Oficial,Femenino,Estrato 3,221,54,53
Oficial,Femenino,Estrato 4,292,45,60
Oficial,Masculino,Estrato 4,176,33,37
Oficial,Femenino,Estrato 1,196,46,34
No Oficial,Masculino,Estrato 2,293,69,54
No Oficial,Femenino,Estrato 1,303,63,56
Oficial,Masculino,Estrato 5,243,45,47
Oficial,Masculino,Estrato 1,301,58,57
Oficial,Femenino,Estrato 1,196,30,41
No Oficial,Femenino,Estrato 4,260,63,56
Oficial,Masculino,Estrato 5,244,54,57
Oficial,Masculino,Estrato 3,231,44,48
Oficial,Femenino,Estrato 1,181,40,38
Oficial,Femenino,Estrato 2,219,42,51
Oficial,Masculino,Estrato 3,219,41,48
Oficial,Femenino,Estrato 2,270,47,51
Oficial,Masculino,Estrato 1,261,46,44
Oficial,Femenino,Estrato 1,182,39,33
Oficial,Masculino,Estrato 4,229,54,40
Oficial,Masculino,Estrato 2,224,42,45
Oficial,Masculino,Estrato 3,323,58,68
Oficial,Masculino,Estrato 2,256,58,48
Oficial,Masculino,Estrato 2,201,40,37
Oficial,Masculino,Estrato 5,213,24,24
No Oficial,Masculino,Estrato 2,301,54,56
Oficial,Masculino,Estrato 3,259,55,73
Oficial,Femenino,Estrato 1,264,46,60
Oficial,Masculino,Estrato 1,253,51,59
Oficial,Femenino,Estrato 3,236,37,50
Oficial,Masculino,Estrato 3,239,44,54
Oficial,Masculino,Estrato 3,239,39,45
Oficial,Femenino,Estrato 1,173,24,28
No Oficial,Femenino,Estrato 1,305,54,71
Oficial,Masculino,Estrato 4,221,51,36
No Oficial,Masculino,Estrato 2,286,60,60
No Oficial,Femenino,Estrato 3,287,73,69
Oficial,Femenino,Estrato 2,257,46,58
No Oficial,Femenino,Estrato 4,242,56,46
Oficial,Femenino,Estrato 4,230,60,54
No Oficial,Masculino,Estrato 1,300,68,61
Oficial,Femenino,Estrato 3,198,48,38
Oficial,Femenino,Estrato 1,232,47,51
Oficial,Femenino,Estrato 1,206,43,35
Oficial,Femenino,Estrato 2,273,47,44
Oficial,Femenino,Estrato 2,211,20,40
Oficial,Femenino,Estrato 2,289,59,53
Oficial,Masculino,Estrato 2,241,40,38
Oficial,Femenino,Estrato 1,275,51,55
Oficial,Masculino,Estrato 1,260,45,48
Oficial,Masculino,Estrato 2,287,59,50
No Oficial,Masculino,Estrato 2,218,42,43
No Oficial,Masculino,Estrato 3,338,77,60
No Oficial,Femenino,Estrato 3,260,46,60
Oficial,Femenino,Estrato 4,246,50,61
Oficial,Masculino,Estrato 2,223,43,49
Oficial,Femenino,Estrato 1,188,35,34
No Oficial,Masculino,Estrato 3,327,64,68
Oficial,Masculino,Estrato 3,219,55,39
Oficial,Femenino,Estrato 2,237,54,52
Oficial,Femenino,Estrato 3,224,41,49
No Oficial,Masculino,Estrato 2,325,60,70
Oficial,Femenino,Estrato 1,211,35,39
Oficial,Masculino,Estrato 3,225,45,49
Oficial,Femenino,Estrato 1,233,34,50
Oficial,Masculino,Estrato 2,252,48,52
Oficial,Masculino,Estrato 2,278,58,56
Oficial,Femenino,Estrato 2,279,49,48
Oficial,Femenino,Estrato 2,254,51,53
No Oficial,Masculino,Estrato 1,302,62,58
Oficial,Femenino,Estrato 6,257,37,42
No Oficial,Masculino,Estrato 3,308,63,56
No Oficial,Femenino,Estrato 2,261,48,55
Oficial,Masculino,Estrato 1,208,56,38
Oficial,Femenino,Estrato 1,163,34,28
Oficial,Femenino,Estrato 3,203,33,26
No Oficial,Masculino,Estrato 2,333,52,74
Oficial,Femenino,Estrato 1,233,46,38
Oficial,Femenino,Estrato 2,255,61,51
Oficial,Femenino,Estrato 2,234,41,43
Oficial,Masculino,Estrato 3,267,55,55
Oficial,Femenino,Estrato 3,247,55,51
Oficial,Femenino,Estrato 4,242,53,46
Oficial,Femenino,Estrato 1,269,53,55
Oficial,Femenino,Estrato 3,226,39,45
Oficial,Masculino,Estrato 1,259,49,42
Oficial,Femenino,Estrato 2,238,39,56
Oficial,Femenino,Estrato 2,240,40,58
Oficial,Masculino,Estrato 1,212,50,36
No Oficial,Femenino,Estrato 2,269,56,42
Oficial,Femenino,Estrato 3,223,46,53
Oficial,Femenino,Estrato 1,290,52,50
Oficial,Masculino,Estrato 2,177,44,44
Oficial,Femenino,Estrato 4,280,54,64
Oficial,Masculino,Estrato 2,175,36,33
Oficial,Femenino,Estrato 3,266,62,51
No Oficial,Femenino,Estrato 3,258,45,44
Oficial,Femenino,Estrato 1,267,48,53
Oficial,Masculino,Estrato 1,240,56,51
Oficial,Femenino,Estrato 3,187,43,39
Oficial,Femenino,Estrato 3,299,62,64
Oficial,Masculino,Estrato 1,276,37,62
Oficial,Femenino,Estrato 2,265,63,52
Oficial,Femenino,Estrato 2,219,38,63
Oficial,Femenino,Estrato 3,277,50,58
Oficial,Masculino,Estrato 2,193,36,41
Oficial,Masculino,Estrato 4,155,21,33
Oficial,Femenino,Estrato 6,182,46,39
Oficial,Masculino,Estrato 3,208,42,44
No Oficial,Masculino,Estrato 3,310,67,69
Oficial,Femenino,Estrato 2,227,39,27
Oficial,Masculino,Estrato 1,229,53,44
Oficial,Femenino,Estrato 2,219,55,32
No Oficial,Femenino,Estrato 2,293,48,68
No Oficial,Femenino,Estrato 2,281,47,46
Oficial,Femenino,Estrato 3,234,40,41
No Oficial,Masculino,Estrato 2,283,63,51
Oficial,Masculino,Estrato 3,300,61,51
Oficial,Femenino,Estrato 2,235,46,44
No Oficial,Masculino,Estrato 1,336,70,52
No Oficial,Femenino,Estrato 2,292,73,69
Oficial,Femenino,Estrato 5,185,23,39
Oficial,Masculino,Estrato 3,244,46,43
Oficial,Femenino,Estrato 1,276,30,59
Oficial,Masculino,Estrato 2,241,52,50
No Oficial,Masculino,Estrato 4,279,64,49
Oficial,Femenino,Estrato 1,225,42,49
Oficial,Femenino,Estrato 2,252,55,48
Oficial,Femenino,Estrato 2,160,19,39
Oficial,Masculino,Estrato 2,190,41,34
Oficial,Masculino,Estrato 2,323,84,55
Oficial,Masculino,Estrato 1,264,49,59
No Oficial,Masculino,Estrato 3,340,71,66
No Oficial,Masculino,Estrato 1,287,52,57
Oficial,Femenino,Estrato 3,260,53,53
No Oficial,Femenino,Estrato 2,277,64,48
No Oficial,Masculino,Estrato 2,292,63,56
No Oficial,Masculino,Estrato 1,328,64,61
Oficial,Femenino,Estrato 3,278,54,52
Oficial,Femenino,Estrato 2,251,40,58
Oficial,Femenino,Estrato 2,238,55,42
Oficial,Masculino,Estrato 2,264,58,47
Oficial,Masculino,Estrato 3,223,34,54
Oficial,Femenino,Estrato 1,264,54,45
Oficial,Femenino,Estrato 1,217,35,43
Oficial,Femenino,Estrato 1,230,42,50
Oficial,Femenino,Estrato 3,203,47,45
Oficial,Masculino,Estrato 2,227,53,35
No Oficial,Masculino,Estrato 3,292,64,53
No Oficial,Femenino,Estrato 3,318,61,51
No Oficial,Masculino,Estrato 4,267,57,59
No Oficial,Femenino,Estrato 2,309,55,69
Oficial,Masculino,Estrato 2,207,47,48
No Oficial,Masculino,Estrato 3,248,49,49
Oficial,Masculino,Estrato 1,256,47,49
Oficial,Masculino,Estrato 2,170,28,30
Oficial,Masculino,Estrato 1,189,43,27
Oficial,Femenino,Estrato 4,206,40,44
Oficial,Femenino,Estrato 2,192,34,31
Oficial,Masculino,Estrato 1,248,45,35
No Oficial,Masculino,Estrato 3,281,46,65
Oficial,Femenino,Estrato 1,202,41,36
Oficial,Masculino,Estrato 4,249,52,51
No Oficial,Masculino,Estrato 2,222,32,43
Oficial,Masculino,Estrato 3,241,39,56
Oficial,Femenino,Estrato 2,219,30,33
Oficial,Masculino,Estrato 3,264,62,58
Oficial,Femenino,Estrato 4,310,66,61
Oficial,Masculino,Estrato 3,275,63,58
No Oficial,Masculino,Estrato 3,246,62,46
Oficial,Masculino,Estrato 1,188,41,34
Oficial,Femenino,Estrato 4,217,42,49
No Oficial,Femenino,Estrato 3,280,57,50
Oficial,Masculino,Estrato 4,305,55,57
Oficial,Masculino,Estrato 3,271,47,52
Oficial,Femenino,Estrato 1,203,37,30
Oficial,Femenino,Estrato 3,227,43,43
Oficial,Masculino,Estrato 1,258,38,50
Oficial,Femenino,Estrato 3,238,37,52
Oficial,Masculino,Estrato 2,213,32,38
No Oficial,Masculino,Estrato 1,325,54,51
Oficial,Masculino,Estrato 5,244,53,49
Oficial,Femenino,Estrato 4,201,37,36
Oficial,Masculino,Estrato 4,284,55,48
Oficial,Femenino,Estrato 3,227,48,47
Oficial,Femenino,Estrato 3,242,54,50
Oficial,Femenino,Estrato 3,286,60,61
No Oficial,Masculino,Estrato 1,285,70,59
Oficial,Masculino,Estrato 4,284,57,61
Oficial,Femenino,Estrato 4,203,42,42
Oficial,Femenino,Estrato 3,262,47,66
Oficial,Femenino,Estrato 4,278,40,65
Oficial,Masculino,Estrato 2,211,42,43
Oficial,Masculino,Estrato 2,237,54,35
Oficial,Femenino,Estrato 5,238,41,60
Oficial,Masculino,Estrato 2,253,46,48
No Oficial,Femenino,Estrato 3,236,54,51
No Oficial,Masculino,Estrato 2,335,66,70
No Oficial,Masculino,Estrato 3,282,49,55
No Oficial,Masculino,Estrato 3,266,45,49
Oficial,Masculino,Estrato 3,287,62,54
No Oficial,Masculino,Estrato 2,348,68,50
Oficial,Femenino,Estrato 2,237,46,39
No Oficial,Masculino,Estrato 3,304,49,57
No Oficial,Masculino,Estrato 4,322,68,64
Oficial,Femenino,Estrato 1,246,57,53
No Oficial,Masculino,Estrato 1,262,49,48
Oficial,Masculino,Estrato 1,226,48,49
Oficial,Femenino,Estrato 4,260,48,50
Oficial,Femenino,Estrato 3,268,58,51
Oficial,Masculino,Estrato 5,273,58,54
Oficial,Masculino,Estrato 2,237,44,52
Oficial,Femenino,Estrato 2,186,20,35
No Oficial,Masculino,Estrato 3,278,49,58
Oficial,Femenino,Estrato 1,273,57,59
No Oficial,Femenino,Estrato 2,340,75,71
No Oficial,Femenino,Estrato 2,238,42,42
No Oficial,Masculino,Estrato 2,299,70,56
No Oficial,Masculino,Estrato 2,236,59,51
Oficial,Femenino,Estrato 1,233,52,45
No Oficial,Masculino,Estrato 1,296,50,53
No Oficial,Masculino,Estrato 2,266,58,53
Oficial,Femenino,Estrato 3,223,40,50
Oficial,Masculino,Estrato 1,244,44,55
Oficial,Masculino,Estrato 2,278,59,62
Oficial,Femenino,Estrato 1,236,50,47
Oficial,Masculino,Estrato 2,268,57,56
Oficial,Masculino,Estrato 3,254,56,58
Oficial,Masculino,Estrato 4,257,50,46
Oficial,Femenino,Estrato 3,271,42,61
No Oficial,Masculino,Estrato 2,262,69,57
Oficial,Masculino,Estrato 1,207,38,46
Oficial,Femenino,Estrato 1,263,46,40
Oficial,Femenino,Estrato 5,239,38,43
Oficial,Masculino,Estrato 3,227,46,41
No Oficial,Femenino,Estrato 1,289,58,67
Oficial,Masculino,Estrato 1,296,58,53
Oficial,Femenino,Estrato 2,238,59,40
Oficial,Masculino,Estrato 1,245,54,40
Oficial,Masculino,Estrato 3,197,31,36
No Oficial,Femenino,Estrato 2,257,67,54
Oficial,Masculino,Estrato 3,253,38,63
Oficial,Masculino,Estrato 2,244,47,46
Oficial,Masculino,Estrato 2,230,40,40
Oficial,Femenino,Estrato 2,274,57,65
Oficial,Masculino,Estrato 3,247,54,61
Oficial,Masculino,Estrato 2,348,66,57
Oficial,Masculino,Estrato 2,253,59,46
Oficial,Masculino,Estrato 3,135,28,28
Oficial,Masculino,Estrato 1,200,51,41
No Oficial,Masculino,Estrato 2,265,60,68
No Oficial,Masculino,Estrato 2,247,45,45
Oficial,Masculino,Estrato 3,221,52,36
No Oficial,Femenino,Estrato 1,233,41,41
Oficial,Femenino,Estrato 3,225,50,52
Oficial,Femenino,Estrato 1,252,54,50
No Oficial,Masculino,Estrato 1,282,52,67
No Oficial,Femenino,Estrato 3,223,28,49
No Oficial,Masculino,Estrato 3,321,76,59
Oficial,Femenino,Estrato 4,197,42,45
Oficial,Masculino,Estrato 2,262,52,60
No Oficial,Masculino,Estrato 2,268,53,63
Oficial,Masculino,Estrato 3,207,49,31
Oficial,Masculino,Estrato 2,202,57,42
Oficial,Femenino,Estrato 1,260,59,44
Oficial,Femenino,Estrato 1,222,47,42
Oficial,Femenino,Estrato 1,237,49,45
Oficial,Femenino,Estrato 2,272,57,56
No Oficial,Masculino,Estrato 4,249,41,53
Oficial,Masculino,Estrato 3,208,46,37
Oficial,Femenino,Estrato 4,242,37,56
Oficial,Femenino,Estrato 6,207,44,50
Oficial,Femenino,Estrato 2,279,52,57
Oficial,Masculino,Estrato 1,306,68,73
Oficial,Femenino,Estrato 2,211,45,41
No Oficial,Femenino,Estrato 4,337,64,54
Oficial,Masculino,Estrato 2,281,48,49
No Oficial,Masculino,Estrato 2,272,66,51
Oficial,Masculino,Estrato 1,267,52,59
Oficial,Femenino,Estrato 2,247,63,42
Oficial,Masculino,Estrato 2,202,30,39
Oficial,Masculino,Estrato 2,249,47,67
No Oficial,Masculino,Estrato 4,330,47,67
Oficial,Femenino,Estrato 1,257,57,62
Oficial,Masculino,Estrato 5,309,68,53
No Oficial,Masculino,Estrato 1,322,59,50
No Oficial,Femenino,Estrato 4,297,54,48
No Oficial,Femenino,Estrato 2,272,51,61
Oficial,Masculino,Estrato 3,209,39,40
No Oficial,Femenino,Estrato 1,297,54,57
Oficial,Femenino,Estrato 3,234,55,58
Oficial,Masculino,Estrato 4,230,42,53
Oficial,Masculino,Estrato 1,258,36,54
Oficial,Femenino,Estrato 1,158,29,39
Oficial,Masculino,Estrato 2,299,55,58
Oficial,Masculino,Estrato 1,321,53,66
No Oficial,Femenino,Estrato 1,331,67,57
Oficial,Femenino,Estrato 3,261,36,46
Oficial,Femenino,Estrato 1,236,50,45
Oficial,Masculino,Estrato 3,201,39,40
No Oficial,Femenino,Estrato 4,327,60,72
Oficial,Masculino,Estrato 3,281,47,64
Oficial,Femenino,Estrato 1,263,40,72
No Oficial,Femenino,Estrato 2,358,78,87
No Oficial,Femenino,Estrato 2,264,50,60
Oficial,Masculino,Estrato 2,223,31,34
Oficial,Femenino,Estrato 2,345,68,79
No Oficial,Femenino,Estrato 4,299,57,73
Oficial,Femenino,Estrato 3,227,56,46
Oficial,Masculino,Estrato 1,289,54,45
No Oficial,Femenino,Estrato 2,228,53,47
Oficial,Masculino,Estrato 2,244,47,55
Oficial,Femenino,Estrato 5,301,50,61
Oficial,Femenino,Estrato 5,272,58,51
Oficial,Masculino,Estrato 2,274,64,54
Oficial,Masculino,Estrato 2,188,44,46
No Oficial,Masculino,Estrato 2,278,58,58
Oficial,Femenino,Estrato 2,204,48,51
Oficial,Masculino,Estrato 1,226,46,52
Oficial,Masculino,Estrato 3,252,51,49
Oficial,Femenino,Estrato 2,243,36,54
No Oficial,Masculino,Estrato 3,299,61,70
Oficial,Masculino,Estrato 2,275,67,56
Oficial,Femenino,Estrato 3,278,42,60
Oficial,Masculino,Estrato 3,191,27,27
Oficial,Masculino,Estrato 2,339,65,64
Oficial,Masculino,Estrato 3,244,37,47
Oficial,Femenino,Estrato 2,293,64,51
No Oficial,Femenino,Estrato 1,353,56,71
Oficial,Masculino,Estrato 1,234,52,58
Oficial,Masculino,Estrato 1,186,45,39
Oficial,Masculino,Estrato 1,210,47,51
No Oficial,Femenino,Estrato 3,318,63,68
Oficial,Masculino,Estrato 2,231,50,58
Oficial,Femenino,Estrato 1,297,50,58
Oficial,Masculino,Estrato 3,315,65,58
Oficial,Femenino,Estrato 3,206,36,46
No Oficial,Femenino,Estrato 2,306,68,50
Oficial,Femenino,Estrato 1,203,46,44
Oficial,Masculino,Estrato 1,291,51,42
No Oficial,Femenino,Estrato 2,326,68,59
No Oficial,Masculino,Estrato 4,261,55,54
No Oficial,Masculino,Estrato 1,323,60,55
No Oficial,Masculino,Estrato 2,269,53,50
Oficial,Femenino,Estrato 5,210,46,32
Oficial,Femenino,Estrato 3,247,45,54
Oficial,Femenino,Estrato 2,234,39,54
Oficial,Femenino,Estrato 3,258,53,51
Oficial,Masculino,Estrato 3,179,47,51
Oficial,Femenino,Estrato 2,252,49,48
Oficial,Femenino,Estrato 4,217,40,34
No Oficial,Femenino,Estrato 2,218,37,33
Oficial,Masculino,Estrato 3,281,65,55
No Oficial,Femenino,Estrato 5,307,68,63
Oficial,Femenino,Estrato 2,292,57,75
Oficial,Femenino,Estrato 3,175,28,27
Oficial,Masculino,Estrato 3,306,54,56
Oficial,Femenino,Estrato 3,294,51,62
Oficial,Femenino,Estrato 3,209,37,42
No Oficial,Masculino,Estrato 1,282,51,52
Oficial,Masculino,Estrato 3,185,31,36
Oficial,Masculino,Estrato 3,281,65,48
Oficial,Femenino,Estrato 3,231,58,43
Oficial,Masculino,Estrato 3,228,36,37
No Oficial,Masculino,Estrato 1,261,47,59
No Oficial,Femenino,Estrato 2,368,66,78
Oficial,Femenino,Estrato 3,206,43,40
Oficial,Masculino,Estrato 4,245,46,49
Oficial,Masculino,Estrato 1,253,42,52
No Oficial,Femenino,Estrato 2,331,79,63
Oficial,Femenino,Estrato 3,220,47,32
Oficial,Masculino,Estrato 3,230,38,43
No Oficial,Femenino,Estrato 3,314,74,66
Oficial,Masculino,Estrato 1,231,37,52
No Oficial,Femenino,Estrato 3,340,72,68
Oficial,Masculino,Estrato 3,213,61,38
Oficial,Masculino,Estrato 3,275,53,58
Oficial,Masculino,Estrato 3,174,32,36
No Oficial,Masculino,Estrato 2,304,62,53
No Oficial,Femenino,Estrato 6,342,86,55
Oficial,Femenino,Estrato 3,200,51,36
Oficial,Femenino,Estrato 2,256,47,61
Oficial,Masculino,Estrato 4,240,50,51
No Oficial,Masculino,Estrato 4,327,72,75
Oficial,Masculino,Estrato 3,324,61,64
Oficial,Masculino,Estrato 2,252,41,50
Oficial,Femenino,Estrato 2,245,57,30
No Oficial,Masculino,Estrato 2,290,62,44
Oficial,Femenino,Estrato 2,284,59,60
Oficial,Femenino,Estrato 2,233,55,47
Oficial,Masculino,Estrato 2,166,24,17
No Oficial,Femenino,Estrato 1,349,67,70
Oficial,Masculino,Estrato 4,206,62,48
Oficial,Masculino,Estrato 2,294,63,61
No Oficial,Femenino,Estrato 2,263,57,48
Oficial,Masculino,Estrato 2,226,46,27
Oficial,Masculino,Estrato 1,191,23,41
Oficial,Femenino,Estrato 4,194,32,32
No Oficial,Masculino,Estrato 2,288,64,61
Oficial,Femenino,Estrato 3,236,42,52
No Oficial,Masculino,Estrato 3,282,55,62
Oficial,Masculino,Estrato 2,327,67,68
Oficial,Femenino,Estrato 2,269,45,51
Oficial,Femenino,Estrato 1,245,38,53
No Oficial,Masculino,Estrato 2,309,61,54
Oficial,Masculino,Estrato 2,278,52,64
No Oficial,Femenino,Estrato 3,279,57,51
Oficial,Masculino,Estrato 2,237,35,60
Oficial,Femenino,Estrato 1,212,38,40
Oficial,Femenino,Estrato 1,251,55,53
No Oficial,Femenino,Estrato 3,197,62,40
Oficial,Femenino,Estrato 2,263,53,39
Oficial,Femenino,Estrato 1,305,66,64
Oficial,Femenino,Estrato 3,218,47,38
No Oficial,Femenino,Estrato 1,288,59,56
Oficial,Femenino,Estrato 2,241,53,48
No Oficial,Masculino,Estrato 2,294,51,51
Oficial,Masculino,Estrato 4,184,33,32
Oficial,Femenino,Estrato 1,229,47,54
Oficial,Femenino,Estrato 2,221,36,34
No Oficial,Masculino,Estrato 5,264,56,56
No Oficial,Masculino,Estrato 2,318,48,60
Oficial,Femenino,Estrato 3,300,66,66
Oficial,Femenino,Estrato 2,277,54,60
Oficial,Masculino,Estrato 1,253,56,45
Oficial,Femenino,Estrato 3,210,49,46
Oficial,Femenino,Estrato 4,298,70,55
Oficial,Femenino,Estrato 2,258,53,63
Oficial,Femenino,Estrato 3,195,25,39
Oficial,Masculino,Estrato 3,208,27,39
Oficial,Femenino,Estrato 2,194,28,35
Oficial,Femenino,Estrato 3,162,38,29
Oficial,Femenino,Estrato 2,260,40,49
Oficial,Masculino,Estrato 2,195,37,44
No Oficial,Masculino,Estrato 2,325,61,61
Oficial,Masculino,Estrato 4,246,52,43
Oficial,Masculino,Estrato 2,237,53,54
Oficial,Femenino,Estrato 3,216,43,52
Oficial,Femenino,Estrato 1,305,67,55
Oficial,Femenino,Estrato 2,183,27,34
Oficial,Femenino,Estrato 3,185,45,45
No Oficial,Masculino,Estrato 3,373,75,77
Oficial,Femenino,Estrato 2,219,49,54
Oficial,Femenino,Estrato 2,218,39,48
Oficial,Femenino,Estrato 4,201,23,43
Oficial,Femenino,Estrato 1,258,56,49
Oficial,Femenino,Estrato 3,254,49,43
No Oficial,Femenino,Estrato 3,284,66,48
Oficial,Masculino,Estrato 3,221,47,43
Oficial,Femenino,Estrato 4,214,66,52
Oficial,Femenino,Estrato 3,238,57,40
Oficial,Masculino,Estrato 2,283,54,55
No Oficial,Femenino,Estrato 2,314,50,51
Oficial,Femenino,Estrato 2,289,50,67
Oficial,Femenino,Estrato 1,265,45,47
Oficial,Femenino,Estrato 4,284,52,72
No Oficial,Femenino,Estrato 1,294,57,62
Oficial,Masculino,Estrato 3,216,45,54
Oficial,Masculino,Estrato 3,265,63,40
